tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2001-301,Auckland,Hard,32,A,20010108,11,102607,,,Juan Balcells,R,190.0,ESP,25.5550992471,103420,,,Michal Tabara,R,175.0,CZE,21.4127310062,6-4 6-4,3,R32,75.0,4.0,1.0,56.0,42.0,30.0,9.0,10.0,1.0,2.0,4.0,5.0,87.0,48.0,26.0,23.0,10.0,9.0,12.0,74.0,557.0,70.0,584.0
2001-301,Auckland,Hard,32,A,20010108,12,102446,,,Andrei Medvedev,R,193.0,UKR,26.3572895277,103292,4.0,,Gaston Gaudio,R,175.0,ARG,22.083504449,6-3 6-3,3,R32,67.0,2.0,2.0,57.0,37.0,25.0,13.0,9.0,6.0,7.0,4.0,0.0,58.0,36.0,24.0,8.0,9.0,3.0,7.0,58.0,680.0,34.0,995.0
2001-301,Auckland,Hard,32,A,20010108,13,102563,7.0,,Thomas Johansson,R,180.0,SWE,25.7960301164,102369,,,Julien Boutter,R,190.0,FRA,26.7624914442,6-4 6-4,3,R32,88.0,4.0,7.0,68.0,31.0,24.0,17.0,10.0,8.0,10.0,3.0,7.0,73.0,30.0,20.0,19.0,10.0,6.0,10.0,36.0,955.0,68.0,594.0
2001-301,Auckland,Hard,32,A,20010108,14,101997,,Q,Marzio Martelli,R,180.0,ITA,29.0704996578,102106,,,Davide Sanguinetti,R,188.0,ITA,28.372347707,6-4 7-6(1),3,R32,88.0,5.0,0.0,68.0,47.0,32.0,13.0,11.0,4.0,7.0,5.0,5.0,72.0,31.0,22.0,17.0,11.0,4.0,8.0,281.0,114.0,72.0,581.0
2001-301,Auckland,Hard,32,A,20010108,15,103151,,,Mariano Zabaleta,R,183.0,ARG,22.8610540726,102456,,WC,Felix Mantilla,R,180.0,ESP,26.2943189596,7-5 7-5,3,R32,113.0,13.0,2.0,77.0,37.0,30.0,21.0,12.0,3.0,5.0,0.0,4.0,78.0,39.0,27.0,17.0,12.0,4.0,8.0,62.0,645.0,100.0,410.0
2001-301,Auckland,Hard,32,A,20010108,16,103103,2.0,,Dominik Hrbaty,R,183.0,SVK,23.0116358658,102247,,Q,Andrea Gaudenzi,R,183.0,ITA,27.4442162902,7-5 6-3,3,R32,75.0,5.0,5.0,64.0,38.0,29.0,14.0,11.0,2.0,3.0,3.0,4.0,65.0,22.0,15.0,23.0,10.0,8.0,11.0,17.0,1395.0,102.0,404.0
2001-301,Auckland,Hard,32,A,20010108,17,102905,,,Stefan Koubek,L,175.0,AUT,24.0164271047,102231,,,Alex Calatrava,R,190.0,ESP,27.5701574264,6-3 7-6(5),3,R16,,,,,,,,,,,,,,,,,,,,52.0,755.0,53.0,751.0
2001-301,Auckland,Hard,32,A,20010108,18,102257,,WC,Greg Rusedski,L,193.0,GBR,27.3401779603,101647,5.0,,Byron Black,R,175.0,ZIM,31.2580424367,6-1 7-6(3),3,R16,77.0,6.0,4.0,65.0,30.0,25.0,19.0,10.0,5.0,7.0,1.0,1.0,60.0,36.0,24.0,8.0,9.0,3.0,7.0,73.0,575.0,35.0,965.0
2001-301,Auckland,Hard,32,A,20010108,19,102998,3.0,,Jan Michael Gambill,R,190.0,USA,23.6002737851,103714,,,Andreas Vinciguerra,L,180.0,SWE,19.8850102669,6-4 6-4,3,R16,79.0,10.0,3.0,59.0,29.0,26.0,14.0,10.0,2.0,3.0,7.0,4.0,64.0,28.0,19.0,19.0,10.0,5.0,8.0,33.0,1030.0,50.0,760.0
2001-301,Auckland,Hard,32,A,20010108,20,101532,,,Francisco Clavet,L,183.0,ESP,32.2080766598,103188,,Q,Michael Russell,R,173.0,USA,22.6913073238,3-6 6-1 7-6(5),3,R16,146.0,1.0,2.0,92.0,49.0,34.0,20.0,14.0,5.0,10.0,0.0,1.0,103.0,78.0,46.0,9.0,14.0,10.0,16.0,47.0,795.0,154.0,250.0
2001-301,Auckland,Hard,32,A,20010108,21,102785,,Q,Glenn Weiner,R,188.0,USA,24.7008898015,103324,,,Arnaud Di Pasquale,R,185.0,FRA,21.9082819986,6-2 3-6 6-1,3,R16,103.0,7.0,3.0,65.0,34.0,24.0,23.0,12.0,0.0,1.0,2.0,1.0,94.0,56.0,34.0,18.0,12.0,6.0,10.0,277.0,118.0,61.0,670.0
2001-301,Auckland,Hard,32,A,20010108,22,102607,,,Juan Balcells,R,190.0,ESP,25.5550992471,102446,,,Andrei Medvedev,R,193.0,UKR,26.3572895277,6-2 6-4,3,R16,52.0,5.0,1.0,43.0,33.0,28.0,8.0,9.0,0.0,0.0,3.0,7.0,53.0,32.0,24.0,9.0,9.0,3.0,6.0,74.0,557.0,58.0,680.0
2001-301,Auckland,Hard,32,A,20010108,23,102563,7.0,,Thomas Johansson,R,180.0,SWE,25.7960301164,101997,,Q,Marzio Martelli,R,180.0,ITA,29.0704996578,6-4 6-3,3,R16,68.0,5.0,2.0,47.0,19.0,17.0,19.0,9.0,0.0,0.0,3.0,0.0,56.0,33.0,20.0,12.0,10.0,3.0,6.0,36.0,955.0,281.0,114.0
2001-301,Auckland,Hard,32,A,20010108,24,103103,2.0,,Dominik Hrbaty,R,183.0,SVK,23.0116358658,103151,,,Mariano Zabaleta,R,183.0,ARG,22.8610540726,4-6 6-3 6-3,3,R16,128.0,6.0,9.0,105.0,46.0,37.0,33.0,15.0,8.0,9.0,8.0,8.0,96.0,34.0,29.0,32.0,14.0,10.0,12.0,17.0,1395.0,62.0,645.0
2001-301,Auckland,Hard,32,A,20010108,25,102257,,WC,Greg Rusedski,L,193.0,GBR,27.3401779603,102905,,,Stefan Koubek,L,175.0,AUT,24.0164271047,6-2 5-7 7-5,3,QF,115.0,5.0,3.0,97.0,57.0,40.0,25.0,16.0,3.0,6.0,0.0,9.0,100.0,55.0,36.0,23.0,16.0,5.0,10.0,73.0,575.0,52.0,755.0
2001-301,Auckland,Hard,32,A,20010108,26,101532,,,Francisco Clavet,L,183.0,ESP,32.2080766598,102998,3.0,,Jan Michael Gambill,R,190.0,USA,23.6002737851,6-4 6-4,3,QF,75.0,2.0,1.0,58.0,43.0,33.0,9.0,10.0,2.0,2.0,8.0,2.0,56.0,31.0,25.0,13.0,10.0,2.0,4.0,47.0,795.0,33.0,1030.0
2001-301,Auckland,Hard,32,A,20010108,27,102607,,,Juan Balcells,R,190.0,ESP,25.5550992471,102785,,Q,Glenn Weiner,R,188.0,USA,24.7008898015,6-3 6-4,3,QF,66.0,8.0,0.0,48.0,33.0,29.0,11.0,10.0,0.0,0.0,6.0,1.0,64.0,45.0,30.0,10.0,9.0,5.0,7.0,74.0,557.0,277.0,118.0
2001-301,Auckland,Hard,32,A,20010108,28,103103,2.0,,Dominik Hrbaty,R,183.0,SVK,23.0116358658,102563,7.0,,Thomas Johansson,R,180.0,SWE,25.7960301164,6-7(4) 6-3 6-2,3,QF,114.0,7.0,5.0,85.0,53.0,42.0,18.0,14.0,3.0,4.0,6.0,5.0,109.0,60.0,44.0,19.0,15.0,5.0,10.0,17.0,1395.0,36.0,955.0
2001-301,Auckland,Hard,32,A,20010108,29,101532,,,Francisco Clavet,L,183.0,ESP,32.2080766598,102257,,WC,Greg Rusedski,L,193.0,GBR,27.3401779603,6-3 6-2,3,SF,64.0,1.0,2.0,58.0,31.0,22.0,19.0,9.0,1.0,1.0,3.0,3.0,56.0,29.0,21.0,10.0,8.0,4.0,7.0,47.0,795.0,73.0,575.0
2001-301,Auckland,Hard,32,A,20010108,30,103103,2.0,,Dominik Hrbaty,R,183.0,SVK,23.0116358658,102607,,,Juan Balcells,R,190.0,ESP,25.5550992471,7-6(2) 6-3,3,SF,81.0,12.0,7.0,80.0,44.0,31.0,17.0,10.0,8.0,11.0,5.0,4.0,81.0,47.0,31.0,11.0,11.0,5.0,10.0,17.0,1395.0,74.0,557.0
2001-301,Auckland,Hard,32,A,20010108,31,103103,2.0,,Dominik Hrbaty,R,183.0,SVK,23.0116358658,101532,,,Francisco Clavet,L,183.0,ESP,32.2080766598,6-4 2-6 6-3,3,F,120.0,4.0,10.0,93.0,53.0,40.0,15.0,14.0,6.0,10.0,3.0,1.0,96.0,63.0,32.0,19.0,13.0,7.0,13.0,17.0,1395.0,47.0,795.0
2001-306,St. Poelten,Clay,32,A,20010521,1,103344,,,Ivan Ljubicic,R,193.0,CRO,22.173853525,103103,1.0,,Dominik Hrbaty,R,183.0,SVK,23.3757700205,6-1 6-1,3,R32,51.0,4.0,0.0,35.0,19.0,17.0,11.0,7.0,0.0,0.0,2.0,5.0,48.0,23.0,12.0,8.0,7.0,5.0,10.0,74.0,588.0,22.0,1295.0
2001-306,St. Poelten,Clay,32,A,20010521,2,103296,,LL,Ivaylo Traykov,R,188.0,BUL,22.4257357974,102466,,Q,Jan Kroslak,R,188.0,SVK,26.5927446954,7-6(5) 7-5,3,R32,90.0,5.0,2.0,72.0,43.0,33.0,21.0,12.0,3.0,4.0,8.0,3.0,86.0,64.0,44.0,14.0,12.0,4.0,6.0,255.0,134.0,253.0,135.0
2001-306,St. Poelten,Clay,32,A,20010521,3,103084,,Q,Guillermo Canas,R,185.0,ARG,23.485284052,103184,,Q,Bob Bryan,L,193.0,USA,23.06091718,6-3 6-2,3,R32,65.0,2.0,2.0,52.0,33.0,25.0,10.0,8.0,3.0,4.0,2.0,2.0,57.0,39.0,19.0,9.0,9.0,2.0,7.0,85.0,486.0,135.0,300.0
2001-306,St. Poelten,Clay,32,A,20010521,4,103420,7.0,,Michal Tabara,R,175.0,CZE,21.7768651608,103176,,,David Sanchez,R,183.0,ESP,23.0855578371,6-2 6-3,3,R32,71.0,3.0,1.0,54.0,32.0,20.0,13.0,9.0,2.0,5.0,3.0,2.0,60.0,29.0,13.0,13.0,8.0,6.0,12.0,59.0,690.0,86.0,482.0
2001-306,St. Poelten,Clay,32,A,20010521,5,103181,,,Jiri Vanek,R,185.0,CZE,23.0746064339,102287,4.0,,Albert Portas,R,188.0,ESP,27.5126625599,6-4 6-1,3,R32,56.0,4.0,2.0,49.0,26.0,20.0,16.0,9.0,1.0,2.0,4.0,4.0,56.0,20.0,18.0,10.0,8.0,5.0,9.0,102.0,412.0,20.0,1350.0
2001-306,St. Poelten,Clay,32,A,20010521,6,103182,,WC,Markus Hipfl,R,178.0,AUT,23.0691307324,103305,,,Daniel Elsner,R,183.0,GER,22.3764544832,6-3 6-4,3,R32,78.0,2.0,1.0,58.0,32.0,24.0,13.0,9.0,4.0,6.0,1.0,8.0,66.0,30.0,20.0,12.0,10.0,1.0,6.0,93.0,439.0,108.0,379.0
2001-306,St. Poelten,Clay,32,A,20010521,7,103598,,,Xavier Malisse,R,185.0,BEL,20.8377823409,102381,,WC,Werner Eschauer,R,188.0,AUT,27.0691307324,7-6(4) 6-0,3,R32,87.0,5.0,3.0,64.0,32.0,26.0,16.0,9.0,3.0,5.0,4.0,3.0,61.0,30.0,18.0,13.0,9.0,3.0,8.0,67.0,621.0,159.0,242.0
2001-306,St. Poelten,Clay,32,A,20010521,8,102223,,,Karim Alami,R,185.0,MAR,27.9917864476,102776,6.0,,Andrew Ilie,R,180.0,AUS,25.0896646133,6-7(4) 7-6(5) 7-6(3),3,R32,159.0,8.0,3.0,128.0,77.0,55.0,29.0,18.0,4.0,7.0,5.0,8.0,124.0,62.0,42.0,35.0,18.0,6.0,9.0,109.0,375.0,51.0,765.0
2001-306,St. Poelten,Clay,32,A,20010521,9,102231,5.0,,Alex Calatrava,R,190.0,ESP,27.9342915811,102703,,,Hyung Taik Lee,R,180.0,KOR,25.3798767967,6-3 6-4,3,R32,74.0,2.0,2.0,68.0,40.0,30.0,17.0,10.0,3.0,3.0,4.0,2.0,58.0,29.0,17.0,19.0,9.0,3.0,5.0,47.0,813.0,63.0,648.0
2001-306,St. Poelten,Clay,32,A,20010521,10,101733,,,Jan Siemerink,L,183.0,NED,31.1019849418,103204,,Q,Hugo Armando,R,183.0,USA,22.984257358,7-6(3) 6-3,3,R32,86.0,13.0,2.0,63.0,34.0,27.0,18.0,11.0,2.0,3.0,1.0,4.0,66.0,43.0,25.0,14.0,10.0,4.0,6.0,91.0,456.0,170.0,234.0
2001-306,St. Poelten,Clay,32,A,20010521,11,103454,,,Nicolas Massu,R,183.0,CHI,21.6125941136,103694,,,Olivier Rochus,R,168.0,BEL,20.3367556468,0-6 6-4 6-4,3,R32,147.0,7.0,4.0,116.0,67.0,38.0,20.0,13.0,14.0,21.0,0.0,2.0,87.0,64.0,35.0,10.0,13.0,7.0,13.0,79.0,531.0,69.0,609.0
2001-306,St. Poelten,Clay,32,A,20010521,12,102247,,WC,Andrea Gaudenzi,R,183.0,ITA,27.8083504449,102701,3.0,,Marcelo Rios,L,175.0,CHI,25.401779603,5-7 6-1 6-4,3,R32,103.0,12.0,4.0,87.0,49.0,36.0,24.0,15.0,4.0,6.0,8.0,6.0,98.0,62.0,41.0,16.0,14.0,7.0,11.0,120.0,333.0,40.0,900.0
2001-306,St. Poelten,Clay,32,A,20010521,13,101320,8.0,,Magnus Gustafsson,R,185.0,SWE,34.379192334,102911,,,Andrei Stoliarov,R,178.0,RUS,24.3613963039,7-6(1) 6-3,3,R32,97.0,2.0,3.0,64.0,43.0,25.0,10.0,10.0,5.0,10.0,2.0,2.0,74.0,42.0,18.0,12.0,11.0,4.0,11.0,62.0,665.0,97.0,435.0
2001-306,St. Poelten,Clay,32,A,20010521,14,102344,,,Karol Kucera,R,188.0,SVK,27.2142368241,102869,,,Galo Blanco,R,173.0,ESP,24.6160164271,6-3 7-6(4),3,R32,91.0,3.0,5.0,78.0,37.0,28.0,18.0,11.0,6.0,10.0,1.0,6.0,65.0,26.0,18.0,14.0,10.0,6.0,11.0,83.0,490.0,75.0,569.0
2001-306,St. Poelten,Clay,32,A,20010521,15,103294,,,Christophe Rochus,R,170.0,BEL,22.431211499,102227,,,Sargis Sargsian,R,180.0,ARM,27.9644079398,6-4 7-5,3,R32,81.0,1.0,1.0,71.0,44.0,25.0,17.0,11.0,4.0,7.0,1.0,3.0,63.0,35.0,22.0,11.0,11.0,0.0,5.0,88.0,477.0,115.0,361.0
2001-306,St. Poelten,Clay,32,A,20010521,16,102318,2.0,,Andrei Pavel,R,183.0,ROU,27.3127994524,102905,,,Stefan Koubek,L,175.0,AUT,24.3805612594,6-3 6-3,3,R32,59.0,4.0,0.0,50.0,36.0,27.0,6.0,9.0,0.0,2.0,3.0,2.0,54.0,28.0,20.0,7.0,9.0,2.0,7.0,31.0,1015.0,78.0,543.0
2001-306,St. Poelten,Clay,32,A,20010521,17,103344,,,Ivan Ljubicic,R,193.0,CRO,22.173853525,103296,,LL,Ivaylo Traykov,R,188.0,BUL,22.4257357974,6-2 6-7(5) 6-4,3,R16,145.0,12.0,1.0,94.0,51.0,39.0,19.0,15.0,3.0,6.0,1.0,3.0,116.0,67.0,41.0,24.0,15.0,4.0,10.0,74.0,588.0,255.0,134.0
2001-306,St. Poelten,Clay,32,A,20010521,18,103420,7.0,,Michal Tabara,R,175.0,CZE,21.7768651608,103084,,Q,Guillermo Canas,R,185.0,ARG,23.485284052,6-4 6-4,3,R16,80.0,1.0,1.0,65.0,49.0,32.0,11.0,10.0,6.0,8.0,1.0,1.0,58.0,40.0,24.0,9.0,10.0,3.0,7.0,59.0,690.0,85.0,486.0
2001-306,St. Poelten,Clay,32,A,20010521,19,103182,,WC,Markus Hipfl,R,178.0,AUT,23.0691307324,103181,,,Jiri Vanek,R,185.0,CZE,23.0746064339,7-5 6-0,3,R16,73.0,2.0,3.0,55.0,36.0,26.0,9.0,9.0,4.0,6.0,3.0,3.0,47.0,18.0,11.0,8.0,9.0,1.0,7.0,93.0,439.0,102.0,412.0
2001-306,St. Poelten,Clay,32,A,20010521,20,103598,,,Xavier Malisse,R,185.0,BEL,20.8377823409,102223,,,Karim Alami,R,185.0,MAR,27.9917864476,6-4 6-1,3,R16,87.0,2.0,3.0,59.0,33.0,21.0,17.0,8.0,5.0,6.0,2.0,1.0,78.0,43.0,28.0,10.0,9.0,12.0,17.0,67.0,621.0,109.0,375.0
2001-306,St. Poelten,Clay,32,A,20010521,21,101733,,,Jan Siemerink,L,183.0,NED,31.1019849418,102231,5.0,,Alex Calatrava,R,190.0,ESP,27.9342915811,7-5 3-6 6-2,3,R16,110.0,6.0,5.0,83.0,48.0,39.0,19.0,15.0,4.0,6.0,3.0,4.0,85.0,53.0,37.0,17.0,14.0,5.0,8.0,91.0,456.0,47.0,813.0
2001-306,St. Poelten,Clay,32,A,20010521,22,102247,,WC,Andrea Gaudenzi,R,183.0,ITA,27.8083504449,103454,,,Nicolas Massu,R,183.0,CHI,21.6125941136,7-6(5) 6-2,3,R16,101.0,6.0,2.0,65.0,40.0,27.0,15.0,10.0,1.0,3.0,4.0,1.0,65.0,35.0,24.0,13.0,10.0,2.0,6.0,120.0,333.0,79.0,531.0
2001-306,St. Poelten,Clay,32,A,20010521,23,101320,8.0,,Magnus Gustafsson,R,185.0,SWE,34.379192334,102344,,,Karol Kucera,R,188.0,SVK,27.2142368241,7-5 7-6(3),3,R16,116.0,1.0,5.0,96.0,58.0,41.0,16.0,12.0,11.0,14.0,1.0,7.0,68.0,33.0,23.0,17.0,12.0,3.0,7.0,62.0,665.0,83.0,490.0
2001-306,St. Poelten,Clay,32,A,20010521,24,102318,2.0,,Andrei Pavel,R,183.0,ROU,27.3127994524,103294,,,Christophe Rochus,R,170.0,BEL,22.431211499,6-1 6-1,3,R16,46.0,5.0,1.0,40.0,24.0,21.0,9.0,7.0,0.0,0.0,0.0,5.0,48.0,27.0,15.0,3.0,7.0,6.0,11.0,31.0,1015.0,88.0,477.0
2001-306,St. Poelten,Clay,32,A,20010521,25,103420,7.0,,Michal Tabara,R,175.0,CZE,21.7768651608,103344,,,Ivan Ljubicic,R,193.0,CRO,22.173853525,6-4 5-7 6-4,3,QF,134.0,4.0,1.0,95.0,71.0,50.0,13.0,16.0,3.0,6.0,11.0,1.0,104.0,62.0,43.0,22.0,16.0,4.0,8.0,59.0,690.0,74.0,588.0
2001-306,St. Poelten,Clay,32,A,20010521,26,103182,,WC,Markus Hipfl,R,178.0,AUT,23.0691307324,103598,,,Xavier Malisse,R,185.0,BEL,20.8377823409,6-3 6-3,3,QF,98.0,0.0,3.0,54.0,32.0,24.0,12.0,9.0,4.0,5.0,4.0,6.0,80.0,51.0,34.0,6.0,9.0,5.0,9.0,93.0,439.0,67.0,621.0
2001-306,St. Poelten,Clay,32,A,20010521,27,102247,,WC,Andrea Gaudenzi,R,183.0,ITA,27.8083504449,101733,,,Jan Siemerink,L,183.0,NED,31.1019849418,7-6(4) 6-3,3,QF,87.0,3.0,3.0,56.0,33.0,32.0,18.0,11.0,0.0,0.0,7.0,6.0,78.0,38.0,28.0,24.0,10.0,7.0,8.0,120.0,333.0,91.0,456.0
2001-306,St. Poelten,Clay,32,A,20010521,28,101320,8.0,,Magnus Gustafsson,R,185.0,SWE,34.379192334,102318,2.0,,Andrei Pavel,R,183.0,ROU,27.3127994524,7-6(7) 6-3,3,QF,86.0,3.0,2.0,60.0,35.0,28.0,14.0,10.0,3.0,4.0,0.0,2.0,70.0,53.0,34.0,7.0,11.0,3.0,6.0,62.0,665.0,31.0,1015.0
2001-306,St. Poelten,Clay,32,A,20010521,29,103182,,WC,Markus Hipfl,R,178.0,AUT,23.0691307324,103420,7.0,,Michal Tabara,R,175.0,CZE,21.7768651608,6-1 5-7 6-2,3,SF,104.0,1.0,4.0,78.0,57.0,38.0,10.0,13.0,0.0,4.0,5.0,5.0,86.0,45.0,26.0,14.0,14.0,9.0,17.0,93.0,439.0,59.0,690.0
2001-306,St. Poelten,Clay,32,A,20010521,30,102247,,WC,Andrea Gaudenzi,R,183.0,ITA,27.8083504449,101320,8.0,,Magnus Gustafsson,R,185.0,SWE,34.379192334,6-3 6-3,3,SF,90.0,4.0,3.0,58.0,34.0,26.0,13.0,9.0,4.0,5.0,1.0,2.0,78.0,53.0,32.0,9.0,9.0,8.0,12.0,120.0,333.0,62.0,665.0
2001-306,St. Poelten,Clay,32,A,20010521,31,102247,,WC,Andrea Gaudenzi,R,183.0,ITA,27.8083504449,103182,,WC,Markus Hipfl,R,178.0,AUT,23.0691307324,6-0 7-5,3,F,90.0,4.0,3.0,46.0,26.0,22.0,13.0,9.0,2.0,3.0,3.0,3.0,75.0,38.0,18.0,18.0,9.0,8.0,13.0,120.0,333.0,93.0,439.0
2001-308,Munich,Clay,32,A,20010430,1,102381,,Q,Werner Eschauer,R,188.0,AUT,27.0116358658,102338,1.0,,Yevgeny Kafelnikov,R,190.0,RUS,27.1950718686,6-7(2) 7-5 6-3,3,R32,152.0,5.0,4.0,112.0,65.0,47.0,30.0,17.0,8.0,8.0,6.0,5.0,111.0,61.0,49.0,24.0,16.0,6.0,8.0,175.0,226.0,6.0,2605.0
2001-308,Munich,Clay,32,A,20010430,2,102494,,Q,Tomas Behrend,R,193.0,GER,26.3819301848,101820,,,Marc Rosset,R,201.0,SUI,30.4777549624,7-6(7) 6-2,3,R32,95.0,5.0,6.0,82.0,56.0,41.0,14.0,10.0,7.0,7.0,6.0,9.0,73.0,40.0,31.0,14.0,10.0,5.0,7.0,160.0,247.0,64.0,650.0
2001-308,Munich,Clay,32,A,20010430,3,101962,,,Younes El Aynaoui,R,193.0,MAR,29.6317590691,102369,,,Julien Boutter,R,190.0,FRA,27.0691307324,3-6 7-6(5) 7-6(3),3,R32,149.0,11.0,4.0,117.0,82.0,66.0,13.0,16.0,7.0,9.0,5.0,6.0,114.0,73.0,54.0,23.0,17.0,6.0,7.0,58.0,690.0,80.0,534.0
2001-308,Munich,Clay,32,A,20010430,4,102563,5.0,,Thomas Johansson,R,180.0,SWE,26.1026694045,103786,,,Nikolay Davydenko,R,178.0,RUS,19.909650924,7-6(1) 6-3,3,R32,92.0,1.0,1.0,75.0,40.0,32.0,19.0,11.0,7.0,9.0,3.0,0.0,61.0,46.0,26.0,8.0,10.0,1.0,4.0,23.0,1210.0,106.0,385.0
2001-308,Munich,Clay,32,A,20010430,5,102179,,,Antony Dupuis,R,185.0,FRA,28.1779603012,101965,4.0,,Wayne Ferreira,R,185.0,RSA,29.6235455168,3-6 6-2 6-1,3,R32,79.0,4.0,1.0,64.0,43.0,33.0,13.0,12.0,1.0,3.0,3.0,3.0,70.0,35.0,18.0,16.0,12.0,1.0,6.0,91.0,443.0,20.0,1390.0
2001-308,Munich,Clay,32,A,20010430,6,103714,,,Andreas Vinciguerra,L,180.0,SWE,20.1916495551,102720,,Q,Tomas Zib,R,178.0,CZE,25.2457221081,6-4 6-1,3,R32,74.0,7.0,1.0,56.0,34.0,27.0,10.0,8.0,5.0,6.0,1.0,0.0,64.0,49.0,28.0,4.0,9.0,2.0,7.0,52.0,745.0,135.0,297.0
